Symptom,Prompt Template,Follow-Up Questions,LikelyDiagnosis,Urgency Level,Treatment,TreatmentQuestion
symptom_906,What details can you share about symptom_906 in a {child_age} year old {gender} child?,How long has the symptom_906 been present?; Has it worsened recently?,Diagnosis_906_A; Diagnosis_906_B,medium,"Standard care for symptom_906 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_906, likely diagnosed with Diagnosis_906_A?"
symptom_907,What details can you share about symptom_907 in a {child_age} year old {gender} child?,How long has the symptom_907 been present?; Has it worsened recently?,Diagnosis_907_A; Diagnosis_907_B,medium,"Standard care for symptom_907 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_907, likely diagnosed with Diagnosis_907_A?"
symptom_908,What details can you share about symptom_908 in a {child_age} year old {gender} child?,How long has the symptom_908 been present?; Has it worsened recently?,Diagnosis_908_A; Diagnosis_908_B,medium,"Standard care for symptom_908 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_908, likely diagnosed with Diagnosis_908_A?"
symptom_909,What details can you share about symptom_909 in a {child_age} year old {gender} child?,How long has the symptom_909 been present?; Has it worsened recently?,Diagnosis_909_A; Diagnosis_909_B,medium,"Standard care for symptom_909 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_909, likely diagnosed with Diagnosis_909_A?"
symptom_910,What details can you share about symptom_910 in a {child_age} year old {gender} child?,How long has the symptom_910 been present?; Has it worsened recently?,Diagnosis_910_A; Diagnosis_910_B,medium,"Standard care for symptom_910 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_910, likely diagnosed with Diagnosis_910_A?"
symptom_911,What details can you share about symptom_911 in a {child_age} year old {gender} child?,How long has the symptom_911 been present?; Has it worsened recently?,Diagnosis_911_A; Diagnosis_911_B,medium,"Standard care for symptom_911 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_911, likely diagnosed with Diagnosis_911_A?"
symptom_912,What details can you share about symptom_912 in a {child_age} year old {gender} child?,How long has the symptom_912 been present?; Has it worsened recently?,Diagnosis_912_A; Diagnosis_912_B,medium,"Standard care for symptom_912 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_912, likely diagnosed with Diagnosis_912_A?"
symptom_913,What details can you share about symptom_913 in a {child_age} year old {gender} child?,How long has the symptom_913 been present?; Has it worsened recently?,Diagnosis_913_A; Diagnosis_913_B,medium,"Standard care for symptom_913 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_913, likely diagnosed with Diagnosis_913_A?"
symptom_914,What details can you share about symptom_914 in a {child_age} year old {gender} child?,How long has the symptom_914 been present?; Has it worsened recently?,Diagnosis_914_A; Diagnosis_914_B,medium,"Standard care for symptom_914 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_914, likely diagnosed with Diagnosis_914_A?"
symptom_915,What details can you share about symptom_915 in a {child_age} year old {gender} child?,How long has the symptom_915 been present?; Has it worsened recently?,Diagnosis_915_A; Diagnosis_915_B,medium,"Standard care for symptom_915 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_915, likely diagnosed with Diagnosis_915_A?"
symptom_916,What details can you share about symptom_916 in a {child_age} year old {gender} child?,How long has the symptom_916 been present?; Has it worsened recently?,Diagnosis_916_A; Diagnosis_916_B,medium,"Standard care for symptom_916 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_916, likely diagnosed with Diagnosis_916_A?"
symptom_917,What details can you share about symptom_917 in a {child_age} year old {gender} child?,How long has the symptom_917 been present?; Has it worsened recently?,Diagnosis_917_A; Diagnosis_917_B,medium,"Standard care for symptom_917 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_917, likely diagnosed with Diagnosis_917_A?"
symptom_918,What details can you share about symptom_918 in a {child_age} year old {gender} child?,How long has the symptom_918 been present?; Has it worsened recently?,Diagnosis_918_A; Diagnosis_918_B,medium,"Standard care for symptom_918 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_918, likely diagnosed with Diagnosis_918_A?"
symptom_919,What details can you share about symptom_919 in a {child_age} year old {gender} child?,How long has the symptom_919 been present?; Has it worsened recently?,Diagnosis_919_A; Diagnosis_919_B,medium,"Standard care for symptom_919 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_919, likely diagnosed with Diagnosis_919_A?"
symptom_920,What details can you share about symptom_920 in a {child_age} year old {gender} child?,How long has the symptom_920 been present?; Has it worsened recently?,Diagnosis_920_A; Diagnosis_920_B,medium,"Standard care for symptom_920 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_920, likely diagnosed with Diagnosis_920_A?"
symptom_921,What details can you share about symptom_921 in a {child_age} year old {gender} child?,How long has the symptom_921 been present?; Has it worsened recently?,Diagnosis_921_A; Diagnosis_921_B,medium,"Standard care for symptom_921 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_921, likely diagnosed with Diagnosis_921_A?"
symptom_922,What details can you share about symptom_922 in a {child_age} year old {gender} child?,How long has the symptom_922 been present?; Has it worsened recently?,Diagnosis_922_A; Diagnosis_922_B,medium,"Standard care for symptom_922 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_922, likely diagnosed with Diagnosis_922_A?"
symptom_923,What details can you share about symptom_923 in a {child_age} year old {gender} child?,How long has the symptom_923 been present?; Has it worsened recently?,Diagnosis_923_A; Diagnosis_923_B,medium,"Standard care for symptom_923 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_923, likely diagnosed with Diagnosis_923_A?"
symptom_924,What details can you share about symptom_924 in a {child_age} year old {gender} child?,How long has the symptom_924 been present?; Has it worsened recently?,Diagnosis_924_A; Diagnosis_924_B,medium,"Standard care for symptom_924 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_924, likely diagnosed with Diagnosis_924_A?"
symptom_925,What details can you share about symptom_925 in a {child_age} year old {gender} child?,How long has the symptom_925 been present?; Has it worsened recently?,Diagnosis_925_A; Diagnosis_925_B,medium,"Standard care for symptom_925 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_925, likely diagnosed with Diagnosis_925_A?"
