Symptom,Prompt Template,Follow-Up Questions,Likely Diagnosis,Urgency Level,Suggested Treatment,Treatment Questions
symptom_829,What details can you share about symptom_829 in a {child_age} year old {gender} child?,How long has the symptom_829 been present?; Has it worsened recently?,Diagnosis_829_A; Diagnosis_829_B,medium,"Standard care for symptom_829 includes hydration, rest, and observation.",What are the best treatment options for symptom_829?; When should a doctor be consulted for symptom_829?
symptom_830,What details can you share about symptom_830 in a {child_age} year old {gender} child?,How long has the symptom_830 been present?; Has it worsened recently?,Diagnosis_830_A; Diagnosis_830_B,medium,"Standard care for symptom_830 includes hydration, rest, and observation.",What are the best treatment options for symptom_830?; When should a doctor be consulted for symptom_830?
symptom_831,What details can you share about symptom_831 in a {child_age} year old {gender} child?,How long has the symptom_831 been present?; Has it worsened recently?,Diagnosis_831_A; Diagnosis_831_B,medium,"Standard care for symptom_831 includes hydration, rest, and observation.",What are the best treatment options for symptom_831?; When should a doctor be consulted for symptom_831?
symptom_832,What details can you share about symptom_832 in a {child_age} year old {gender} child?,How long has the symptom_832 been present?; Has it worsened recently?,Diagnosis_832_A; Diagnosis_832_B,medium,"Standard care for symptom_832 includes hydration, rest, and observation.",What are the best treatment options for symptom_832?; When should a doctor be consulted for symptom_832?
symptom_833,What details can you share about symptom_833 in a {child_age} year old {gender} child?,How long has the symptom_833 been present?; Has it worsened recently?,Diagnosis_833_A; Diagnosis_833_B,medium,"Standard care for symptom_833 includes hydration, rest, and observation.",What are the best treatment options for symptom_833?; When should a doctor be consulted for symptom_833?
symptom_834,What details can you share about symptom_834 in a {child_age} year old {gender} child?,How long has the symptom_834 been present?; Has it worsened recently?,Diagnosis_834_A; Diagnosis_834_B,medium,"Standard care for symptom_834 includes hydration, rest, and observation.",What are the best treatment options for symptom_834?; When should a doctor be consulted for symptom_834?
symptom_835,What details can you share about symptom_835 in a {child_age} year old {gender} child?,How long has the symptom_835 been present?; Has it worsened recently?,Diagnosis_835_A; Diagnosis_835_B,medium,"Standard care for symptom_835 includes hydration, rest, and observation.",What are the best treatment options for symptom_835?; When should a doctor be consulted for symptom_835?
symptom_836,What details can you share about symptom_836 in a {child_age} year old {gender} child?,How long has the symptom_836 been present?; Has it worsened recently?,Diagnosis_836_A; Diagnosis_836_B,medium,"Standard care for symptom_836 includes hydration, rest, and observation.",What are the best treatment options for symptom_836?; When should a doctor be consulted for symptom_836?
symptom_837,What details can you share about symptom_837 in a {child_age} year old {gender} child?,How long has the symptom_837 been present?; Has it worsened recently?,Diagnosis_837_A; Diagnosis_837_B,medium,"Standard care for symptom_837 includes hydration, rest, and observation.",What are the best treatment options for symptom_837?; When should a doctor be consulted for symptom_837?
symptom_838,What details can you share about symptom_838 in a {child_age} year old {gender} child?,How long has the symptom_838 been present?; Has it worsened recently?,Diagnosis_838_A; Diagnosis_838_B,medium,"Standard care for symptom_838 includes hydration, rest, and observation.",What are the best treatment options for symptom_838?; When should a doctor be consulted for symptom_838?
symptom_839,What details can you share about symptom_839 in a {child_age} year old {gender} child?,How long has the symptom_839 been present?; Has it worsened recently?,Diagnosis_839_A; Diagnosis_839_B,medium,"Standard care for symptom_839 includes hydration, rest, and observation.",What are the best treatment options for symptom_839?; When should a doctor be consulted for symptom_839?
symptom_840,What details can you share about symptom_840 in a {child_age} year old {gender} child?,How long has the symptom_840 been present?; Has it worsened recently?,Diagnosis_840_A; Diagnosis_840_B,medium,"Standard care for symptom_840 includes hydration, rest, and observation.",What are the best treatment options for symptom_840?; When should a doctor be consulted for symptom_840?
symptom_841,What details can you share about symptom_841 in a {child_age} year old {gender} child?,How long has the symptom_841 been present?; Has it worsened recently?,Diagnosis_841_A; Diagnosis_841_B,medium,"Standard care for symptom_841 includes hydration, rest, and observation.",What are the best treatment options for symptom_841?; When should a doctor be consulted for symptom_841?
symptom_842,What details can you share about symptom_842 in a {child_age} year old {gender} child?,How long has the symptom_842 been present?; Has it worsened recently?,Diagnosis_842_A; Diagnosis_842_B,medium,"Standard care for symptom_842 includes hydration, rest, and observation.",What are the best treatment options for symptom_842?; When should a doctor be consulted for symptom_842?
symptom_843,What details can you share about symptom_843 in a {child_age} year old {gender} child?,How long has the symptom_843 been present?; Has it worsened recently?,Diagnosis_843_A; Diagnosis_843_B,medium,"Standard care for symptom_843 includes hydration, rest, and observation.",What are the best treatment options for symptom_843?; When should a doctor be consulted for symptom_843?
symptom_844,What details can you share about symptom_844 in a {child_age} year old {gender} child?,How long has the symptom_844 been present?; Has it worsened recently?,Diagnosis_844_A; Diagnosis_844_B,medium,"Standard care for symptom_844 includes hydration, rest, and observation.",What are the best treatment options for symptom_844?; When should a doctor be consulted for symptom_844?
symptom_845,What details can you share about symptom_845 in a {child_age} year old {gender} child?,How long has the symptom_845 been present?; Has it worsened recently?,Diagnosis_845_A; Diagnosis_845_B,medium,"Standard care for symptom_845 includes hydration, rest, and observation.",What are the best treatment options for symptom_845?; When should a doctor be consulted for symptom_845?
symptom_846,What details can you share about symptom_846 in a {child_age} year old {gender} child?,How long has the symptom_846 been present?; Has it worsened recently?,Diagnosis_846_A; Diagnosis_846_B,medium,"Standard care for symptom_846 includes hydration, rest, and observation.",What are the best treatment options for symptom_846?; When should a doctor be consulted for symptom_846?
symptom_847,What details can you share about symptom_847 in a {child_age} year old {gender} child?,How long has the symptom_847 been present?; Has it worsened recently?,Diagnosis_847_A; Diagnosis_847_B,medium,"Standard care for symptom_847 includes hydration, rest, and observation.",What are the best treatment options for symptom_847?; When should a doctor be consulted for symptom_847?
